name,count,unified,subgroup,group
tone,None,1F645-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F645-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F645-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F645-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F645-1F3FF-200D-2640,person-gesture,Smileys & People
OK,19,1F646,person-gesture,Smileys & People
tone,None,1F646-1F3FB,person-gesture,Smileys & People
tone,None,1F646-1F3FC,person-gesture,Smileys & People
tone,None,1F646-1F3FD,person-gesture,Smileys & People
tone,None,1F646-1F3FE,person-gesture,Smileys & People
tone,None,1F646-1F3FF,person-gesture,Smileys & People
OK,None,1F646-200D-2642-FE0F,person-gesture,Smileys & People
OK,None,1F646-200D-2642,person-gesture,Smileys & People
tone,None,1F646-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F646-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F646-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F646-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F646-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FF-200D-2642,person-gesture,Smileys & People
OK,None,1F646-200D-2640-FE0F,person-gesture,Smileys & People
OK,None,1F646-200D-2640,person-gesture,Smileys & People
tone,None,1F646-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F646-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F646-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F646-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F646-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F646-1F3FF-200D-2640,person-gesture,Smileys & People
hand,23,1F481,person-gesture,Smileys & People
tone,None,1F481-1F3FB,person-gesture,Smileys & People
tone,None,1F481-1F3FC,person-gesture,Smileys & People
tone,None,1F481-1F3FD,person-gesture,Smileys & People
tone,None,1F481-1F3FE,person-gesture,Smileys & People
tone,None,1F481-1F3FF,person-gesture,Smileys & People
hand,None,1F481-200D-2642-FE0F,person-gesture,Smileys & People
hand,None,1F481-200D-2642,person-gesture,Smileys & People
tone,None,1F481-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F481-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F481-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F481-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F481-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FF-200D-2642,person-gesture,Smileys & People
hand,None,1F481-200D-2640-FE0F,person-gesture,Smileys & People
hand,None,1F481-200D-2640,person-gesture,Smileys & People
tone,None,1F481-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F481-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F481-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F481-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F481-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F481-1F3FF-200D-2640,person-gesture,Smileys & People
hand,17,1F64B,person-gesture,Smileys & People
tone,None,1F64B-1F3FB,person-gesture,Smileys & People
tone,None,1F64B-1F3FC,person-gesture,Smileys & People
tone,None,1F64B-1F3FD,person-gesture,Smileys & People
tone,None,1F64B-1F3FE,person-gesture,Smileys & People
tone,None,1F64B-1F3FF,person-gesture,Smileys & People
hand,None,1F64B-200D-2642-FE0F,person-gesture,Smileys & People
hand,None,1F64B-200D-2642,person-gesture,Smileys & People
tone,None,1F64B-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F64B-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F64B-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F64B-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F64B-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FF-200D-2642,person-gesture,Smileys & People
hand,None,1F64B-200D-2640-FE0F,person-gesture,Smileys & People
hand,None,1F64B-200D-2640,person-gesture,Smileys & People
tone,None,1F64B-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F64B-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F64B-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F64B-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F64B-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F64B-1F3FF-200D-2640,person-gesture,Smileys & People
bowing,4,1F647,person-gesture,Smileys & People
tone,None,1F647-1F3FB,person-gesture,Smileys & People
tone,None,1F647-1F3FC,person-gesture,Smileys & People
tone,None,1F647-1F3FD,person-gesture,Smileys & People
tone,None,1F647-1F3FE,person-gesture,Smileys & People
tone,None,1F647-1F3FF,person-gesture,Smileys & People
bowing,None,1F647-200D-2642-FE0F,person-gesture,Smileys & People
bowing,None,1F647-200D-2642,person-gesture,Smileys & People
tone,None,1F647-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F647-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F647-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F647-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F647-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FF-200D-2642,person-gesture,Smileys & People
bowing,None,1F647-200D-2640-FE0F,person-gesture,Smileys & People
bowing,None,1F647-200D-2640,person-gesture,Smileys & People
tone,None,1F647-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F647-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F647-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F647-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F647-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F647-1F3FF-200D-2640,person-gesture,Smileys & People
facepalming,None,1F926,person-gesture,Smileys & People
tone,None,1F926-1F3FB,person-gesture,Smileys & People
tone,None,1F926-1F3FC,person-gesture,Smileys & People
tone,None,1F926-1F3FD,person-gesture,Smileys & People
tone,None,1F926-1F3FE,person-gesture,Smileys & People
tone,None,1F926-1F3FF,person-gesture,Smileys & People
facepalming,None,1F926-200D-2642-FE0F,person-gesture,Smileys & People
facepalming,None,1F926-200D-2642,person-gesture,Smileys & People
tone,None,1F926-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F926-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F926-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F926-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F926-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FF-200D-2642,person-gesture,Smileys & People
facepalming,None,1F926-200D-2640-FE0F,person-gesture,Smileys & People
facepalming,None,1F926-200D-2640,person-gesture,Smileys & People
tone,None,1F926-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F926-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F926-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F926-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F926-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F926-1F3FF-200D-2640,person-gesture,Smileys & People
shrugging,None,1F937,person-gesture,Smileys & People
tone,None,1F937-1F3FB,person-gesture,Smileys & People
tone,None,1F937-1F3FC,person-gesture,Smileys & People
tone,None,1F937-1F3FD,person-gesture,Smileys & People
tone,None,1F937-1F3FE,person-gesture,Smileys & People
tone,None,1F937-1F3FF,person-gesture,Smileys & People
shrugging,None,1F937-200D-2642-FE0F,person-gesture,Smileys & People
shrugging,None,1F937-200D-2642,person-gesture,Smileys & People
tone,None,1F937-1F3FB-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FB-200D-2642,person-gesture,Smileys & People
tone,None,1F937-1F3FC-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FC-200D-2642,person-gesture,Smileys & People
tone,None,1F937-1F3FD-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FD-200D-2642,person-gesture,Smileys & People
tone,None,1F937-1F3FE-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FE-200D-2642,person-gesture,Smileys & People
tone,None,1F937-1F3FF-200D-2642-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FF-200D-2642,person-gesture,Smileys & People
shrugging,None,1F937-200D-2640-FE0F,person-gesture,Smileys & People
shrugging,None,1F937-200D-2640,person-gesture,Smileys & People
tone,None,1F937-1F3FB-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FB-200D-2640,person-gesture,Smileys & People
tone,None,1F937-1F3FC-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FC-200D-2640,person-gesture,Smileys & People
tone,None,1F937-1F3FD-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FD-200D-2640,person-gesture,Smileys & People
tone,None,1F937-1F3FE-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FE-200D-2640,person-gesture,Smileys & People
tone,None,1F937-1F3FF-200D-2640-FE0F,person-gesture,Smileys & People
tone,None,1F937-1F3FF-200D-2640,person-gesture,Smileys & People
massage,2,1F486,person-activity,Smileys & People
tone,None,1F486-1F3FB,person-activity,Smileys & People
tone,None,1F486-1F3FC,person-activity,Smileys & People
tone,None,1F486-1F3FD,person-activity,Smileys & People
tone,None,1F486-1F3FE,person-activity,Smileys & People
tone,None,1F486-1F3FF,person-activity,Smileys & People
massage,None,1F486-200D-2642-FE0F,person-activity,Smileys & People
massage,None,1F486-200D-2642,person-activity,Smileys & People
tone,None,1F486-1F3FB-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FB-200D-2642,person-activity,Smileys & People
tone,None,1F486-1F3FC-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FC-200D-2642,person-activity,Smileys & People
tone,None,1F486-1F3FD-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FD-200D-2642,person-activity,Smileys & People
tone,None,1F486-1F3FE-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FE-200D-2642,person-activity,Smileys & People
tone,None,1F486-1F3FF-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FF-200D-2642,person-activity,Smileys & People
massage,None,1F486-200D-2640-FE0F,person-activity,Smileys & People
massage,None,1F486-200D-2640,person-activity,Smileys & People
tone,None,1F486-1F3FB-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FB-200D-2640,person-activity,Smileys & People
tone,None,1F486-1F3FC-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FC-200D-2640,person-activity,Smileys & People
tone,None,1F486-1F3FD-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FD-200D-2640,person-activity,Smileys & People
tone,None,1F486-1F3FE-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FE-200D-2640,person-activity,Smileys & People
tone,None,1F486-1F3FF-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F486-1F3FF-200D-2640,person-activity,Smileys & People
haircut,22,1F487,person-activity,Smileys & People
tone,None,1F487-1F3FB,person-activity,Smileys & People
tone,None,1F487-1F3FC,person-activity,Smileys & People
tone,None,1F487-1F3FD,person-activity,Smileys & People
tone,None,1F487-1F3FE,person-activity,Smileys & People
tone,None,1F487-1F3FF,person-activity,Smileys & People
haircut,None,1F487-200D-2642-FE0F,person-activity,Smileys & People
haircut,None,1F487-200D-2642,person-activity,Smileys & People
tone,None,1F487-1F3FB-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FB-200D-2642,person-activity,Smileys & People
tone,None,1F487-1F3FC-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FC-200D-2642,person-activity,Smileys & People
tone,None,1F487-1F3FD-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FD-200D-2642,person-activity,Smileys & People
tone,None,1F487-1F3FE-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FE-200D-2642,person-activity,Smileys & People
tone,None,1F487-1F3FF-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FF-200D-2642,person-activity,Smileys & People
haircut,None,1F487-200D-2640-FE0F,person-activity,Smileys & People
haircut,None,1F487-200D-2640,person-activity,Smileys & People
tone,None,1F487-1F3FB-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FB-200D-2640,person-activity,Smileys & People
tone,None,1F487-1F3FC-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FC-200D-2640,person-activity,Smileys & People
tone,None,1F487-1F3FD-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FD-200D-2640,person-activity,Smileys & People
tone,None,1F487-1F3FE-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FE-200D-2640,person-activity,Smileys & People
tone,None,1F487-1F3FF-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F487-1F3FF-200D-2640,person-activity,Smileys & People
walking,13,1F6B6,person-activity,Smileys & People
tone,None,1F6B6-1F3FB,person-activity,Smileys & People
tone,None,1F6B6-1F3FC,person-activity,Smileys & People
tone,None,1F6B6-1F3FD,person-activity,Smileys & People
tone,None,1F6B6-1F3FE,person-activity,Smileys & People
tone,None,1F6B6-1F3FF,person-activity,Smileys & People
walking,None,1F6B6-200D-2642-FE0F,person-activity,Smileys & People
walking,None,1F6B6-200D-2642,person-activity,Smileys & People
tone,None,1F6B6-1F3FB-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FB-200D-2642,person-activity,Smileys & People
tone,None,1F6B6-1F3FC-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FC-200D-2642,person-activity,Smileys & People
tone,None,1F6B6-1F3FD-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FD-200D-2642,person-activity,Smileys & People
tone,None,1F6B6-1F3FE-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FE-200D-2642,person-activity,Smileys & People
tone,None,1F6B6-1F3FF-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FF-200D-2642,person-activity,Smileys & People
walking,None,1F6B6-200D-2640-FE0F,person-activity,Smileys & People
walking,None,1F6B6-200D-2640,person-activity,Smileys & People
tone,None,1F6B6-1F3FB-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FB-200D-2640,person-activity,Smileys & People
tone,None,1F6B6-1F3FC-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FC-200D-2640,person-activity,Smileys & People
tone,None,1F6B6-1F3FD-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FD-200D-2640,person-activity,Smileys & People
tone,None,1F6B6-1F3FE-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FE-200D-2640,person-activity,Smileys & People
tone,None,1F6B6-1F3FF-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F6B6-1F3FF-200D-2640,person-activity,Smileys & People
running,44,1F3C3,person-activity,Smileys & People
tone,None,1F3C3-1F3FB,person-activity,Smileys & People
tone,None,1F3C3-1F3FC,person-activity,Smileys & People
tone,None,1F3C3-1F3FD,person-activity,Smileys & People
tone,None,1F3C3-1F3FE,person-activity,Smileys & People
tone,None,1F3C3-1F3FF,person-activity,Smileys & People
running,None,1F3C3-200D-2642-FE0F,person-activity,Smileys & People
running,None,1F3C3-200D-2642,person-activity,Smileys & People
tone,None,1F3C3-1F3FB-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FB-200D-2642,person-activity,Smileys & People
tone,None,1F3C3-1F3FC-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FC-200D-2642,person-activity,Smileys & People
tone,None,1F3C3-1F3FD-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FD-200D-2642,person-activity,Smileys & People
tone,None,1F3C3-1F3FE-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FE-200D-2642,person-activity,Smileys & People
tone,None,1F3C3-1F3FF-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FF-200D-2642,person-activity,Smileys & People
running,None,1F3C3-200D-2640-FE0F,person-activity,Smileys & People
running,None,1F3C3-200D-2640,person-activity,Smileys & People
tone,None,1F3C3-1F3FB-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FB-200D-2640,person-activity,Smileys & People
tone,None,1F3C3-1F3FC-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FC-200D-2640,person-activity,Smileys & People
tone,None,1F3C3-1F3FD-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FD-200D-2640,person-activity,Smileys & People
tone,None,1F3C3-1F3FE-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FE-200D-2640,person-activity,Smileys & People
tone,None,1F3C3-1F3FF-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F3C3-1F3FF-200D-2640,person-activity,Smileys & People
dancing,61,1F483,person-activity,Smileys & People
tone,None,1F483-1F3FB,person-activity,Smileys & People
tone,None,1F483-1F3FC,person-activity,Smileys & People
tone,None,1F483-1F3FD,person-activity,Smileys & People
tone,None,1F483-1F3FE,person-activity,Smileys & People
tone,None,1F483-1F3FF,person-activity,Smileys & People
dancing,None,1F57A,person-activity,Smileys & People
tone,None,1F57A-1F3FB,person-activity,Smileys & People
tone,None,1F57A-1F3FC,person-activity,Smileys & People
tone,None,1F57A-1F3FD,person-activity,Smileys & People
tone,None,1F57A-1F3FE,person-activity,Smileys & People
tone,None,1F57A-1F3FF,person-activity,Smileys & People
ears,31,1F46F,person-activity,Smileys & People
ears,None,1F46F-200D-2642-FE0F,person-activity,Smileys & People
ears,None,1F46F-200D-2642,person-activity,Smileys & People
ears,None,1F46F-200D-2640-FE0F,person-activity,Smileys & People
ears,None,1F46F-200D-2640,person-activity,Smileys & People
room,None,1F9D6,person-activity,Smileys & People
tone,None,1F9D6-1F3FB,person-activity,Smileys & People
tone,None,1F9D6-1F3FC,person-activity,Smileys & People
tone,None,1F9D6-1F3FD,person-activity,Smileys & People
tone,None,1F9D6-1F3FE,person-activity,Smileys & People
tone,None,1F9D6-1F3FF,person-activity,Smileys & People
room,None,1F9D6-200D-2640-FE0F,person-activity,Smileys & People
room,None,1F9D6-200D-2640,person-activity,Smileys & People
tone,None,1F9D6-1F3FB-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FB-200D-2640,person-activity,Smileys & People
tone,None,1F9D6-1F3FC-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FC-200D-2640,person-activity,Smileys & People
tone,None,1F9D6-1F3FD-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FD-200D-2640,person-activity,Smileys & People
tone,None,1F9D6-1F3FE-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FE-200D-2640,person-activity,Smileys & People
tone,None,1F9D6-1F3FF-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FF-200D-2640,person-activity,Smileys & People
room,None,1F9D6-200D-2642-FE0F,person-activity,Smileys & People
room,None,1F9D6-200D-2642,person-activity,Smileys & People
tone,None,1F9D6-1F3FB-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FB-200D-2642,person-activity,Smileys & People
tone,None,1F9D6-1F3FC-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FC-200D-2642,person-activity,Smileys & People
tone,None,1F9D6-1F3FD-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FD-200D-2642,person-activity,Smileys & People
tone,None,1F9D6-1F3FE-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FE-200D-2642,person-activity,Smileys & People
tone,None,1F9D6-1F3FF-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D6-1F3FF-200D-2642,person-activity,Smileys & People
climbing,None,1F9D7,person-activity,Smileys & People
tone,None,1F9D7-1F3FB,person-activity,Smileys & People
tone,None,1F9D7-1F3FC,person-activity,Smileys & People
tone,None,1F9D7-1F3FD,person-activity,Smileys & People
tone,None,1F9D7-1F3FE,person-activity,Smileys & People
tone,None,1F9D7-1F3FF,person-activity,Smileys & People
climbing,None,1F9D7-200D-2640-FE0F,person-activity,Smileys & People
climbing,None,1F9D7-200D-2640,person-activity,Smileys & People
tone,None,1F9D7-1F3FB-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FB-200D-2640,person-activity,Smileys & People
tone,None,1F9D7-1F3FC-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FC-200D-2640,person-activity,Smileys & People
tone,None,1F9D7-1F3FD-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FD-200D-2640,person-activity,Smileys & People
tone,None,1F9D7-1F3FE-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FE-200D-2640,person-activity,Smileys & People
tone,None,1F9D7-1F3FF-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FF-200D-2640,person-activity,Smileys & People
climbing,None,1F9D7-200D-2642-FE0F,person-activity,Smileys & People
climbing,None,1F9D7-200D-2642,person-activity,Smileys & People
tone,None,1F9D7-1F3FB-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FB-200D-2642,person-activity,Smileys & People
tone,None,1F9D7-1F3FC-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FC-200D-2642,person-activity,Smileys & People
tone,None,1F9D7-1F3FD-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FD-200D-2642,person-activity,Smileys & People
tone,None,1F9D7-1F3FE-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FE-200D-2642,person-activity,Smileys & People
tone,None,1F9D7-1F3FF-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D7-1F3FF-200D-2642,person-activity,Smileys & People
position,None,1F9D8,person-activity,Smileys & People
tone,None,1F9D8-1F3FB,person-activity,Smileys & People
tone,None,1F9D8-1F3FC,person-activity,Smileys & People
tone,None,1F9D8-1F3FD,person-activity,Smileys & People
tone,None,1F9D8-1F3FE,person-activity,Smileys & People
tone,None,1F9D8-1F3FF,person-activity,Smileys & People
position,None,1F9D8-200D-2640-FE0F,person-activity,Smileys & People
position,None,1F9D8-200D-2640,person-activity,Smileys & People
tone,None,1F9D8-1F3FB-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FB-200D-2640,person-activity,Smileys & People
tone,None,1F9D8-1F3FC-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FC-200D-2640,person-activity,Smileys & People
tone,None,1F9D8-1F3FD-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FD-200D-2640,person-activity,Smileys & People
tone,None,1F9D8-1F3FE-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FE-200D-2640,person-activity,Smileys & People
tone,None,1F9D8-1F3FF-200D-2640-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FF-200D-2640,person-activity,Smileys & People
position,None,1F9D8-200D-2642-FE0F,person-activity,Smileys & People
position,None,1F9D8-200D-2642,person-activity,Smileys & People
tone,None,1F9D8-1F3FB-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FB-200D-2642,person-activity,Smileys & People
tone,None,1F9D8-1F3FC-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FC-200D-2642,person-activity,Smileys & People
tone,None,1F9D8-1F3FD-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FD-200D-2642,person-activity,Smileys & People
tone,None,1F9D8-1F3FE-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FE-200D-2642,person-activity,Smileys & People
